,QUERY,month,day of the month,DAYSAFTERDBSTART,hour,minute,QUERYID,TIMEID,ANONID,MINUTESAFTERMIDNIGHT
1921,isabelle turell,march    ,3,2,14,17,2404969,5298909,140341,857
1922,jesse mccartney rove interview,march    ,18,17,21,50,2407943,3331320,368453,1310
1923,bikini babes,may      ,24,84,14,36,2409662,5638760,231762,876
1924,about riku and daiskue,may      ,6,66,4,12,2412085,3296440,441832,252
1925,noche de sexo video for myspace,may      ,30,90,20,31,2417436,6081631,334048,1231
1926,rotton .com,april    ,19,49,22,11,2416967,4382293,415791,1331
1927,ashantidaily.com,march    ,23,22,8,3,2447126,6225693,238368,483
1928,ashantidaily.com,march    ,23,22,8,3,2447126,6225693,238368,483
1929,ashantidaily.com,march    ,23,22,8,3,2447126,6225693,238368,483
1930,ashantidaily.com,march    ,23,22,8,3,2447126,1453204,238368,483
1931,ashantidaily.com,march    ,23,22,8,3,2447126,2376877,238368,483
1932,ashantidaily.com,march    ,23,22,8,3,2447126,4527986,238368,483
1933,ashantidaily.com,march    ,23,22,8,3,2447126,3696858,238368,483
1934,ashantidaily.com,march    ,23,22,8,3,2447126,3696858,238368,483
1935,ashantidaily.com,march    ,23,22,8,3,2447126,3696858,238368,483
1936,ashantidaily.com,march    ,23,22,8,3,2447126,3696858,238368,483
1937,ashantidaily.com,march    ,23,22,8,3,2447126,2384775,238368,483
1938,ashantidaily.com,march    ,23,22,8,3,2447126,5202762,238368,483
1939,ashantidaily.com,march    ,23,22,8,3,2447126,5202762,238368,483
1940,ashantidaily.com,march    ,23,22,8,3,2447126,6243008,238368,483
1941,ashantidaily.com,march    ,23,22,8,3,2447126,5064151,238368,483
1942,ashantidaily.com,march    ,23,22,8,3,2447126,5064151,238368,483
1943,yourtube.com,may      ,18,78,8,26,2449754,1116534,335608,506
1944,yourtube.com,may      ,18,78,8,26,2449754,1116534,335608,506
1945,yourtube.com,may      ,18,78,8,26,2449754,2995819,424961,506
1946,yourtube.com,may      ,18,78,8,26,2449754,131685,159061,506
1947,yourtube.com,may      ,18,78,8,26,2449754,6536110,276986,506
1948,yourtube.com,may      ,18,78,8,26,2449754,2419617,447050,506
1949,yourtube.com,may      ,18,78,8,26,2449754,2419617,447050,506
1950,69 eye videos,april    ,2,32,14,49,2456147,3835934,282503,889
1951,shirtless,may      ,9,69,2,18,2455442,4724155,458610,138
1952,oln commercials,may      ,14,74,2,29,2464275,2519838,147524,149
1953,honda car commercial pinch,may      ,28,88,15,52,2465873,6901534,390150,952
1954,honda car commercial pinch,may      ,28,88,15,52,2465873,6901534,390150,952
1955,jr mafia,may      ,19,79,5,15,2494702,3916912,651738,315
1956,komatsu d20a dozer,may      ,31,91,13,31,2494762,2227330,612189,811
1957,camletoe,march    ,19,18,0,1,2499929,2857860,340960,1
1958,lacuna coil karmacode,march    ,24,23,20,25,2510300,60780,112837,1225
1959,sergeant frog episode 18,may      ,11,71,20,27,2515212,5593617,81929,1227
1960,when japanese babies are born,march    ,26,25,22,42,2526702,2272607,391991,1362
1961,99 luftballons video watch,may      ,31,91,9,4,2530519,2353220,203034,544
1962,levis ads tainted love,april    ,11,41,9,51,2531737,3618263,212524,591
1963,dorinda clark cole appearances,april    ,2,32,17,19,2531755,3211069,52460,1039
1964,caw nick mondo,april    ,10,40,7,47,2535822,1595921,373212,467
1965,best goals,may      ,18,78,3,8,2538624,3194306,359693,188
1966,katara zuko.livejournal.com,april    ,6,36,1,46,2537617,2817236,297669,106
1967,pitbull bojangles music video,may      ,23,83,22,45,2548395,567758,126847,1365
1968,pitbull bojangles music video,may      ,23,83,22,45,2548395,567758,126847,1365
1969,code lyoko odd,may      ,10,70,16,41,2550871,3715444,414731,1001
1970,bikini waxing vids,april    ,27,57,12,46,2559064,5273184,342288,766
1971,girl fight in fresno,march    ,21,20,6,28,2560651,6465103,104676,388
1972,modding the psp v 2.70,april    ,22,52,14,12,2577805,4036011,290787,852
1973,jake gyllenhaal jarhead nude pic,march    ,16,15,12,35,2585523,6627010,377161,755
1974,jake gyllenhaal jarhead nude pic,march    ,16,15,12,35,2585523,6627010,377161,755
1975,jeep,may      ,30,90,2,57,2588082,2936055,429935,177
1976,downblouse,april    ,4,34,6,22,2591860,4631264,282402,382
1977,music uploader,march    ,12,11,16,6,2597486,5197814,30580,966
1978,put ya stunna shades on lyrics,may      ,2,62,16,7,2600397,1855668,345047,967
1979,queerasfolk.wired-hub.net,march    ,23,22,8,31,2602354,5981661,240334,511
1980,syaoran kissing sakura from cardcaptors,april    ,13,43,19,12,2601676,718270,172166,1152
1981,syaoran kissing sakura from cardcaptors,april    ,13,43,19,12,2601676,718270,172166,1152
1982,stuart on madtv,april    ,21,51,2,47,2609023,925431,219623,167
1983,rizelmine episodes,april    ,3,33,16,25,2611565,1678491,24232,985
1984,mortal kombat 7 fatalities,march    ,18,17,17,30,2616743,4372354,591294,1050
1985,kingdom hearts 2 sanctuary lyrics,march    ,18,17,19,47,2624299,5650058,631072,1187
1986,ronaldinho childhood video,march    ,12,11,21,21,2620869,3281405,525725,1281
1987,unsensored music videos,may      ,20,80,18,44,2630737,5732880,612261,1124
1988,avril lavigne olympics,may      ,2,62,2,37,2637069,959817,219848,157
1989,www.highschoolmuscial,may      ,4,64,6,9,2639568,5331515,156108,369
1990,the lengend of zelda,march    ,20,19,20,59,2639759,3320179,316487,1259
1991,full house music videos,may      ,8,68,8,59,2638215,1936338,297873,539
1992,joey jihad knockout,may      ,30,90,9,36,2647833,5007226,475864,576
1993,joey jihad knockout,may      ,30,90,9,36,2647833,5007226,475864,576
1994,joey jihad knockout,may      ,30,90,9,36,2647833,5007742,475864,576
1995,matt shirvington nude,may      ,14,74,23,2,2648861,2325941,148649,1382
1996,broadcast yourself,may      ,7,67,15,47,2657173,6088510,323312,947
1997,broadcast yourself,may      ,7,67,15,47,2657173,2479253,323312,947
1998,broadcast yourself,may      ,7,67,15,47,2657173,1254173,134210,947
1999,japanese breakdancers,march    ,13,12,12,13,2659114,6769229,608169,733
2000,steven colbert speech,march    ,23,22,9,47,2658725,6649068,654365,587
2001,steven colbert speech,march    ,23,22,9,47,2658725,6649068,654365,587
2002,parodies of hilary duff,april    ,10,40,23,41,2665322,6283567,107458,1421
2003,brazilian boys,april    ,13,43,2,32,2670762,1044514,444633,152
2004,krump,march    ,10,9,15,49,2678140,4696481,27369,949
2005,videos de xuxa,april    ,24,54,20,10,2697621,4385414,621487,1210
2006,martika marrero,may      ,14,74,6,19,2701556,6278590,216723,379
2007,crazy train randy rhoads after hours show,may      ,4,64,18,3,2700966,3706606,310816,1083
2008,g4 bob and steve,march    ,27,26,20,22,2706624,2214952,277723,1222
2009,g4 bob and steve,march    ,27,26,20,22,2706624,2214952,277723,1222
2010,julian and john lennon,may      ,23,83,6,2,2708292,1582702,364680,362
2011,stan laural,april    ,2,32,6,39,2713697,6030851,440148,399
2012,phatmacc.com,april    ,10,40,9,18,2717043,3894245,14030,558
2013,faith the dog,april    ,14,44,10,13,2721763,2245905,476387,613
2014,samantha fox,march    ,6,5,22,48,2731141,4578341,492589,1368
2015,samantha fox,march    ,6,5,22,48,2731141,4155101,130040,1368
2016,samantha fox,march    ,6,5,22,48,2731141,2971347,300073,1368
2017,myspace funny videos,march    ,1,0,14,49,2734682,2749107,124256,889
2018,in living color shabba ranks mr ugly man,may      ,27,87,7,45,2741419,1772207,333723,465
2019,wacky vids,march    ,2,1,1,59,2740620,2942480,267672,119
2020,01 jetta 1.8t,may      ,15,75,23,31,2746041,5336775,422203,1411
2021,chris isaak wicked game,april    ,2,32,4,33,2752399,3828828,254940,273
2022,girls fighting,may      ,23,83,10,53,2751319,2291870,106005,653
2023,hoopz and flava flav,may      ,24,84,11,40,2751434,2222756,568241,700
2024,leprechaun video,may      ,25,85,20,49,2762529,6243383,135741,1249
2025,dance evolution,march    ,4,3,13,40,2770593,3162075,375638,820
2026,dance evolution,march    ,4,3,13,40,2770593,2375378,399826,820
2027,star wars cops,march    ,13,12,1,10,2775521,1395091,81929,70
