Title	Video ID	Published At	Description	View Count	Like Count	View-Like-Ratio
Atreyu - The Crimson (Official Music Video)	GKdtIi6f-jw	2006-03-20T16:39:35Z	2010 WMG Atreyu's 2nd single from The Curse is The Crimson. Do good guys were black or white?	663375	1903	0.002868664029
Every Move A Picture - Signs Of Life	GArqqAgK9sQ	2006-05-13T05:19:48Z	Artist: Every Move A Picture Song: Signs Of Life From the album Heart=Weapon, available on V2 Records July 25 2006.	659342	7235	0.01097306102
Leftfield feat. Africa Bambaata - Africa Shox	KvxbFWY2Hsc	2006-03-06T18:35:00Z	Panomies presents!	658586	6505	0.009877221806
Iron & Wine - Southern Anthem [OFFICIAL VIDEO]	KdebhHO_sSw	2006-04-04T23:56:11Z	The Creek Drank the Cradle (Release Date: 9/23/02) iTunes ...	652067	1191	0.001826499424
Daxter PSP trailer	NmY3VtNzNsk	2006-03-09T13:10:09Z	A new gameplay video for Daxter (PSP). Release 03/14 in USA, 04/19 in Europe. NB: All rights reserved to Sony Computer ...	649679	495	0.0007619147302
A Work in Progress - Short Film by Wes Ball	IA4UIukJI7U	2006-03-22T22:07:38Z	Combining both worlds of traditional live-action and CG, follow the vivid imagination of a lonely girl as she searches for a friend.	649057	1840	0.00283488199
Danko Jones - Dance (As heard in Kick-Ass 2)	nDPIFI5ByOs	2006-05-31T12:00:00Z	Dance by Danko Jones is used in the trailer for Kick-Ass 2. Taken from the album We Sweat Blood, out on Bad Taste Records.	648875	1922	0.002962049701
Pretty Fly For A Jedi - Music Video	-jYTvYig-Cc	2006-04-01T14:47:44Z	This is my selfmade music video featuring the song Pretty Fly For A Jedi not by Weird Al Yankovic (as I recently found out) and ...	646980	2362	0.003650808371
Danko Jones - Sound Of Love	MjE_04rmH1g	2006-05-19T09:27:15Z	Best rock band since Thin Lizzy? A modern day AC/DC? Danko Jones - Sound Of Love, taken from the album Born A Lion.	639748	2185	0.003415407317
MNEMIC - Deathbox (OFFICIAL MUSIC VIDEO)	hGbtgCO0TD4	2006-05-17T12:01:52Z	Official music video for the Mnemic track Deathbox. Order at: http://smarturl.it/MNE-TAIS-NB Subscribe to Mnemic: ...	638401	5827	0.009127491968
Ron&Hermione at the Yule Ball	bynhxDUqqgU	2006-03-02T14:00:19Z	The infamous brawl between the cutest couple of Hogwarts... Happened at the Yule Ball...	634218	2916	0.004597788142
Drove Through Ghosts by 65daysofstatic	AAZEcg8NLtM	2006-05-15T22:07:08Z	This is the official video for 'Drove Through Ghosts' by 65daysofstatic. Drawings by Lord Bunn http://www.lordbunn.com Making ...	633385	4547	0.007178888038
Azumanga Daioh - the movie	RbEiU9NQwts	2006-05-13T21:51:35Z	The class is getting tests back and Osaka accidentally knocks Chiyo-chan's pigtails off. Oh no! It's not my work. I did not do any ...	631988	31076	0.04917181972
7th heaven last episode	9I80j_fbx2k	2006-05-31T03:04:59Z	so sad.	628516	1071	0.001704013899
GOREFEST - For The Masses (OFFICIAL MUSIC VIDEO)	g1YH7PFy3no	2006-05-17T13:05:40Z	Official music video for the Gorefest track For The Masses. Order at: http://smarturl.it/GF-LM-NB Subscribe to Nuclear Blast: ...	627809	5453	0.008685762708
Danko Jones - I Want You	StjwV2ZkO5o	2006-05-31T12:04:58Z	Danko Jones - I Want You, taken from the album We Sweat Blood, out on Bad Taste Records and Razor & Tie. Check out I Want ...	624783	2181	0.00349081201
Darin Zanyar - Stand by me	HW2fERjXJR8	2006-04-23T13:57:31Z	Popstar Darin Zanyar Stand by me by Idol 2004.	616863	1154	0.001870755743
Celine Dion on Larry King September 3, 2005	QXD4BGvPngM	2006-04-04T07:03:03Z	I remember watching this video at work, not expecting the flood of emotion Celine was about to pour out. I litterally had tot ake a ...	611753	1990	0.003252946859
CHAVES - A Sociedade Dos Churros [Parte II]	PwLDjf8dwyY	2006-05-26T19:45:32Z	PARTE 2 DE 6 Para baixar o vídeo A Sociedade (Churros) Aprox. 240Mb 8 Partes compactadas com o WinZip Parte 1 ...	610795	2849	0.004664412774
junior murvin - police and thieves live 2004	19dP84Q4Qus	2006-05-30T17:44:38Z	junior murvin performs police and thieves live on uk television in 2004.	604461	3844	0.006359384642
Freddie mercury back to life	OVtjXMq2sTw	2006-05-15T23:09:54Z	a german TV channel made a video trick and bring one of the best singers bach to life.	603018	3447	0.005716247276
Changed Timezones (The West Wing)	-J1NHzQ1sgc	2006-05-27T05:59:07Z	A Classic Scene from NBC's The West Wing.	602341	2618	0.004346375226
Riz MC - Post 9/11 Blues	AKTsJpfC0IQ	2006-05-19T19:55:57Z	POST 9/11 BLUES wasn't played by any TV or radio stations, for being too controversial despite huge internet support - the song ...	595553	6605	0.01109053266
JAG (You Had Me From Hello) Kenny Chesney	brCJiJ43ikQ	2006-04-04T00:09:40Z	This is JAG shipper video (H/M of course!) set to the song by Kenny Chesney called You Had Me From Hello	592034	1149	0.001940766915
THEM! Trailer (1954)	q2PLls02gOU	2006-05-29T04:54:22Z	Trailer for one of the best Scifi films of the 50's!	590508	1564	0.002648566997
Sesame Street - Animal Department Store Elevator (addition)	X3CehBs-VSA	2006-03-03T03:44:09Z	Groovy little number from the good old days of Sesame Street. In this version, to show addition, the elevator is filling up and going ...	587473	607	0.001033238974
faktor 2 otchim	08gYsjHF8wE	2006-05-24T19:21:04Z		586940	1361	0.002318806011
Ash - Starcrossed	fdycqPkeov8	2006-03-30T04:21:57Z	Full and nice video from Ash...	586063	1352	0.002306919222
HP Characters Slash Scenes Part 1	q3lnv6LRqus	2006-04-01T17:13:37Z	_____*³³³ This is soooooooooo cute! Remus Lupin kissin' (and more) Leonardo DiCaprio... Scene of the film Total Eclipse ...	585891	5502	0.009390825256
MelissaTheuriau French Gorgeous Hot Anchor	30v_g83VHK4	2006-05-07T01:24:58Z	Melissa is I think IMO the most beautiful news anchor in the world. She is so hot.. The next hotty of an anchor would be Rebecca ...	582494	809	0.001388855508
Luke Skywalker Vs. Darth Vader (Bespin Freezing Chamber)	U4uC4UcfiTg	2006-03-25T01:39:28Z	Original version.	582152	1157	0.001987453449
Genso Suikoden II - Opening Movie	_f4eGQ9MIWM	2006-03-25T02:09:15Z	I can't praise this game enough, so...I won't. Just enjoy.	572648	4249	0.007419915899
Brian Welch CNN Interview	D5H2IDo0fIA	2006-04-01T21:58:24Z	This is an incredible story of Head finding Hope. Paula Zahn did a great job supporting the story. This video makes the hairs on ...	566438	2468	0.004357052316
Farinelli - Son qual nave ch'agitata	A8t_WySo414	2006-05-16T04:23:42Z	Farinelli (1994) Director: Gérard Corbiau Awards: Best Foreign Language Film (Golden Globes 1995) Nominated for Oscar in ...	561794	1428	0.00254185698
MNEMIC - Door 2.12 (OFFICIAL MUSIC VIDEO)	S7cjFY3dQ4U	2006-05-17T11:24:04Z	Official music video for the Mnemic track Door 2.12. Order at: http://smarturl.it/MNE-TAIS-NB Subscribe to Mnemic: ...	553632	3541	0.006395945321
Minor Majority - Supergirl	yg3FGtZrRt8	2006-05-29T00:09:31Z	Official Music Video Directed by Alexander Kayiambakis, this video was shot during a two day session at Høvringen ...	552377	1714	0.003102953237
Poets of the Fall - Late Goodbye (Live acoustic)	mQjw2jimlOA	2006-05-13T17:15:47Z	A video about Late Goodbye in acoustic.	549810	4966	0.009032211127
Queens Of The Stone Age  - Feel Good Hit of the Summer Live	EOzBkMn-tPs	2006-03-05T16:20:09Z	Get Your Ex Back : http://www.korela.com Feel Good Hit of the Summer - Live at Rock Am Ring 2003.	546993	1558	0.002848299704
The shocking ending of Sleepaway Camp	rIDM6wqUiuM	2006-03-09T10:08:47Z	This was freaky when I first saw it back in the 80's... mostly because of her creepy facial expression.	545026	2144	0.003933757289
dbz rob zombie	5BUj-7JsfOY	2006-03-29T23:13:00Z	dragonballz with rob zombie scum of the earth.	544992	1076	0.001974340908
Mitch's Rant (Waiting)	FF7ouCjSPB4	2006-03-14T05:47:49Z	Close to final scene in Waiting when Mitch finally speaks.	544074	3365	0.006184820447
Muscle Relaxant	1liTPa8jIS8	2006-04-09T00:08:46Z	funny football guys on some anti-muscle stuff... hahahah.	541231	1235	0.002281835298
Arabian Nights (Reprise)	nsGCRExS2e4	2006-05-28T03:21:48Z	The reprise of Arabian Nights at the end of Aladdin and the King of Thieves.	540496	1534	0.002838133862
Heartbreaking Ruthie Martin Moment	6toiavrS_fs	2006-05-28T20:37:55Z	Martin finally tells Ruthie about him and Sandy.	539164	2277	0.004223204813
Tomb Raider Legend trailer	DcWrQyVOSS8	2006-03-11T20:24:48Z	Tomb Raider Legend trailer.	538902	1468	0.002724057435
Men at work (The Movie) - Rumors	5GAYeXRRYqs	2006-05-14T16:24:25Z	Fan created music video using scenes from the movie 'Men At Work' and the song 'Rumors' by Timex Social Club.	537879	592	0.001100619284
Lordi Win Eurovision	c1Z30O3ycbg	2006-05-21T09:57:01Z	Video covering the anouncement that Lordi are the winners, their walk to stage, acceptance of trophies and flowers (hehe), and ...	533207	1487	0.002788785594
Blank & Jones - Catch (Official music video)	KpRe0YhR58A	2006-04-18T16:16:24Z	New music videoclip from Germanies top dance act Blank & Jones!	532940	1123	0.002107179045
Iron Maiden - Killers(Live At The Rainbow)	kNChchX6bpw	2006-05-02T10:10:29Z	The definitive line-up recorded at the Rainbow concert.	532922	6098	0.01144257509
Parappa TV - The Initial P!!( pt 2 of 4)	gzBIAa2TC18	2006-04-25T20:29:00Z	Katy and, um... P start to clash again at the Garage Sale. Can Parappa get there in time to stop the girl fight? Hey.. how do girls ...	531099	1430	0.002692530018
Tori Amos - Interview on Kurt Cobain	ji0n0OzVkIM	2006-03-14T20:58:15Z	Tori talks about Kurt Cobain and what Smells Like Teen Spirit meant to her.	529634	1710	0.003228644687
President Bush Seeks Advice: E.T.	ZZrQ9uLnCtc	2006-05-09T14:14:44Z	President Bush seeks advice from E.T..	529256	925	0.001747736445
Japanese Commercial - Nissin Ramen	WTq5nYWFlh0	2006-04-09T23:13:46Z	Nissin Ramen~ *EDIT: this one is not kentaro!	526055	N/A	#VALUE!
HYPOCRISY - Scrutinized (OFFICIAL MUSIC VIDEO)	q9Uwa453gHQ	2006-05-17T12:34:42Z	Official music video for the Hypocrisy track Scrutinized from the 2005 album, Virus, out worldwide via Nuclear Blast Records.	522971	3580	0.006845503862
Stanton Moore- Sprung Monkey	aAJtmDQBvF8	2006-03-27T17:31:35Z	Stanton Moore playing with his band.	518249	1646	0.003176079452
Wolf Parade - Modern World [OFFICIAL VIDEO]	6tTgqxkocf8	2006-04-20T22:30:58Z	Modern World from the 09/27/05 Wolf Parade album Apologies To The Queen Mary iTunes ...	513579	3263	0.006353452925
(MAD)[Fate／stay_night]嘆きのロザリオ	C6K7ntcxX-U	2006-05-14T10:25:53Z	A MAD MV for Fate／stay_night 超重神グラヴィオンOP 「嘆きのロザリオ」(ランティス) 作詞：影山ヒロノブ 作曲：影山 ...	512396	428	0.0008352914543
Father and Son	VumpnHPY8NI	2006-05-28T03:15:18Z	Father and Son from Aladdin and the King of Thieves.	510256	1490	0.00292010285
Jack LaLanne Power Juicer	GMqemXx1e9M	2006-04-18T22:46:53Z	http://www.powerjuicer.com Unlock the goodness of fresh squeezed juices made conveniently in your own home with Jack La ...	507502	N/A	#VALUE!
Chicks on Speed - Glamour Girl	FLJCLD3X-PM	2006-03-14T12:40:29Z	Online ▸ www.chicksonspeed.com Facebook ▸ www.facebook.com/chicksonspeed iTunes ...	505430	1768	0.003498011594
Amy Adams on Craig Ferguson	7Hh1RTdlnUM	2006-03-14T18:10:33Z	Oscar nominated actress Amy Adams on Craig Ferguson, Feb. 16th, 2006.	502250	1402	0.002791438527
A MIghty Wind Hi Class Management Scene.	D421N6xlisg	2006-04-22T23:24:49Z	Wha' Happen?	499987	1816	0.003632094434
Carmageddon Intro Movie	GyWFX0FPhOA	2006-04-04T21:42:44Z	Introduction movie from Carmageddon 1. The song used in this is 'Zero Signal' by Fear Factory. Carmageddon Webmasters ...	494057	2521	0.005102650099
Ali Farka Toure	y5Nem-PNHLY	2006-03-11T15:13:56Z	Great musician from Mali. R.I.P..	493470	1138	0.0023061179
JogaTV Episode 10: RONALDINHO-JOY	062zDOeaoF0	2006-03-29T04:57:50Z	Eric Cantona brings another JogaTV broadcast from the heart of Germany.Play Beautiful. Joga Bonito.	491925	1017	0.002067388321
OK Go on 'Oh No'	LKzNMeE9YKA	2006-03-11T19:05:38Z	https://linktr.ee/okgomusic OK Go recording their new album, Oh No, in Malmö, Sweden--The City Of Parks. And rock bands.	491005	1547	0.003150680747
Bumblefoot Real video	pWGKzgUCNzs	2006-04-16T06:04:57Z	Official music video to the song Real off the Bumblefoot Normal CD (2005). More info at www.bumblefoot.com.	487550	N/A	#VALUE!
Extremely funny football goal	dHrLR1ey2YQ	2006-03-18T20:09:45Z	See how the keeper fails to notice the enemy player behind his back when he wants to kick off the ball... hilarious!	486792	189	0.0003882561751
Roberto Carlos Corner Flag Goal	BXAfnFeCd1s	2006-03-19T03:40:09Z	Roberto Carlos Corner Flag Goal Real Madrid.	484762	536	0.001105697229
It's Bobby Shaw! 3	YfjPgWdCG20	2006-05-13T14:56:55Z	My last clip of Bobby Shaw from My Wife & Kids!	479518	2603	0.005428367653
Live - All Over You (2000-06-11 - #01)	-pmxgkpjrxA	2006-03-25T16:47:49Z	Live performing the song All Over You, from their album Throwing Copper.	478981	1147	0.002394667012
Spaceballs The Music Video	ezyoKr0v-HQ	2006-05-06T17:53:27Z	Spaceballs music video to the song Spaceballs the song was a classic, somebody had to do it. =)	476062	N/A	#VALUE!
ALL SHALL PERISH - Deconstruction (OFFICIAL VIDEO)	3AH79suFFk8	2006-05-15T12:19:40Z	Official music video for All Shall Perish's Deconstruction. Order at: http://smarturl.it/ASP-HMR-NB Subscribe to Nuclear Blast: ...	472676	2251	0.00476224729
Exilia - Can't Break Me	SERUOC_U1qQ	2006-05-12T14:04:26Z		472621	2479	0.005245217627
7th Heaven S9 Ep11 Lucy-Kevin	jqsVMhc6tzs	2006-03-31T16:16:45Z	a Lucy and Kevin clip, credit to http://7thheavenhigh.free.fr.	470490	1106	0.002350740717
Tainted Donuts- Trigun meets Cowboy Bebop	A9e_WIoJJnI	2006-04-15T21:38:13Z	NOT MADE BY ME!!! If you'r a Coboy Bebop fan or a Trigun fan and you havent seen this now is your time. An Awesome AMV I ...	470398	7752	0.0164796619
Great Song from The Party	cak9bZpn4uQ	2006-03-24T04:23:03Z	Michele Monet (Claudine Longet) sings a strangely hypnotic song in the 1968 Peter Sellers movie, The Party (directed by Blake ...	469872	2109	0.004488456431
Affection	cL4Yxebuxv0	2006-05-09T04:05:55Z	Ghost in the Shell: Stand Alone Complex 2nd GiG Romance Story. Motoko listens to a tale of a boy who continues to search for ...	468213	8110	0.01732117647
Scene from Brokeback Mountain, King of the Road	z8ktnsZGCRU	2006-03-26T18:31:20Z	WARNING** Do Not WAtch This Scene If You Have Not Seen The Movie **WARNING** This one was requested by Steph.	467912	2826	0.006039597189
Sippy Cup	_jzyKlznF_w	2006-03-14T05:07:19Z	sippy cup.	464455	5227	0.01125405045
Veronica Mars elevator scene (Hi hoe)	apr8pMW4IGM	2006-05-18T02:07:48Z	The elevator scene from the episode Donut Run, season 2.	463004	873	0.001885512868
Journey of Life X-Perience	MqaX1ybP9MY	2006-05-11T09:06:35Z	Unreleased Single X-Perience from 3. Album Journey of Life Actually Cascada has covered the first Single of X-Perience A ...	462841	2289	0.004945542854
Viggo kisses Billy	ytDFtMITgNw	2006-04-16T13:27:30Z	Viggo Mortensen kisses Billy Boyd on the mouth. Billy tells us his story :) This is a DVDrip from the extended version of ...	461367	3434	0.007443098444
Psapp - Tricycle (Official Video) (Domino Records)	51Z4PWXJM64	2006-04-24T13:12:22Z	Psapp's video for new single Tricycle (2006) Domino Recording Company is an independent record label founded in 1993.	461323	1717	0.003721904176
Azumanga Penguin!	l3B5bfhtxUQ	2006-04-10T12:22:24Z	Chiyo's first appearance in her penguin costume! SO DAMN CUTE!	457337	21160	0.04626785062
Shadow the Hedgehog - Pure Hero - Hero Ending	m_u0tgefaE4	2006-03-11T20:22:53Z	By request....	456353	1049	0.002298659152
Black Bomb A - Burn	2w5DFPKYY6c	2006-04-08T19:02:43Z	My first professionnal metal music video. Shot in 16mm near Paris. Directed by Michael Bernadat.	455600	1371	0.003009218613
Like Mike 2	ZKnQxnB-ZAE	2006-05-24T04:48:57Z	Like Mike 2.	454772	518	0.001139032306
TV commerical - Concorde (Banned)	LuaIJGJNbzo	2006-03-25T16:59:26Z	Banned commercial deemed too naughty for air - but it is very funny!	444314	743	0.001672240803
How to purchase a Maybach.. includes drive of Maybach 57s	CSdJFrH3Q9A	2006-04-27T18:58:56Z	Ever wanted to know how the wealthy go and buy a Maybach? Well here you go :p.	442234	1000	0.002261246309
Yo's Distress	cI2cW04iLVo	2006-05-05T19:45:04Z	Poisoned Booty!	438393	1904	0.004343135041
Sesame Street - Eleven Morning	1-GM2v1dXcs	2006-03-03T05:08:14Z	Groovy little number from the good old days of Sesame Street with the weird woman and those worms. Written/animated/directed ...	435864	807	0.001851494962
No Pants Subway Ride 2006	P7snbtwG5wc	2006-04-18T09:14:22Z	Improv Everywhere's Fifth Annual No Pants Subway Ride, which was famously broken up by the cops. Learn More: ...	434154	1241	0.002858432722
Savage Circus - Evil Eyes	UwwvS4bx-mk	2006-03-19T17:54:05Z	First videoclip of Savage Circus. Band formed by Thomen Stauch (ex-Blind Guardian). With Persuader vocalist and guitarist, and ...	433224	2729	0.006299281665
The wedding song, Now with Lyrics!	Eh6SqDBPbXE	2006-03-11T23:32:52Z	from the corpse bride. THIS VIDEO IS PURELY FAN-MADE AND IS IN NO WAY ASSOCIATED WITH THE MUSICAL ARTISTS OR ...	429302	2232	0.005199137204
Oblivion Domino Day 1.1	re6pWlmRzxw	2006-05-07T14:47:52Z	New version with a few minor changes and disabled interface.	428907	2305	0.005374125393
Infiniti G35 Coupe Review	rp3rWnF4n1Y	2006-03-17T07:02:16Z	Infiniti G35 Coupe Review.	427545	492	0.001150756061
Get a Mac - Better	48jlm6QSU4k	2006-05-13T14:13:01Z	Apples new Get a Mac commercials.	416377	724	0.00173880882
Wolfsheim - Closer Still	ORDf3NfCEvc	2006-03-19T22:44:45Z	Synthpop act Wolfsheim - Closer Still music video from Dreaming Apes album. Directed by Jose Alvarez-Brill. Official bandpage: ...	414770	1180	0.002844950213
Mariah Carey & Other Singers - We are the world (live)	4miS1IHag_Y	2006-03-05T12:44:59Z	a song that was done in 1999 during the charity concert. the concert was named Pavarotti and friends. although mariah carey ...	413348	1568	0.003793413782
Wolfsheim - It's Not Too Late	syzgCEGlNcg	2006-03-20T05:05:26Z	Synthpop act Wolfsheim performing It's Not Too Late from No Happy View album. Official bandpage: http://wolfsheim.de/ ...	413210	1161	0.002809709349
Bruce Springsteen in High Fidelity	DZE7OchG3DY	2006-04-10T23:31:46Z	Cameo appearance of Springsteen in the John Cusack film High Fidelity	413103	821	0.001987397816
